product_id,Type,air_temp,process_temp,speed,torque,tool_wear,air_temp_phase,process_temp_phase,speed_phase,torque_phase,tool_wear_phase,in_pocket,target_real,target
M16628,M,298.3,307.8,1485,42,13,-1.61224,-2.76912,-0.314627,0.442678,-2.68969,0,0,0
L48949,L,298.4,307.9,1981,23.2,16,-1.51843,-2.65269,2.9608,-2.83542,-2.60678,0,0,0
H31184,H,298.4,307.9,1605,31,18,-1.51746,-2.70535,1.47447,-1.9633,-2.60527,0,0,0
L48951,L,298.4,307.9,1446,45.3,23,-1.58202,-2.67052,-1.12852,1.25221,-2.44183,0,0,0
L48952,L,298.4,308,1508,47.9,25,-1.57981,-2.6154,0.126822,1.79554,-2.3549,0,0,0
L48953,L,298.5,308,1384,59.5,27,-1.38349,-2.64337,-2.21165,2.9813,-2.31004,0,0,0
M16634,M,298.5,308,1519,37.3,29,-1.43533,-2.66254,0.218897,-0.684734,-2.26889,0,0,0
L48955,L,298.5,308,1404,48.1,32,-1.37769,-2.59895,-1.90997,1.85211,-2.1541,0,0,0
L48956,L,298.5,308.1,1564,31.1,34,-1.36217,-2.5321,0.992274,-1.94689,-2.11829,0,0,0
H31191,H,298.6,308.2,1555,36.8,36,-1.32557,-2.44786,0.823259,-0.775014,-2.06181,0,0,0
L48958,L,298.6,308.2,1325,54,41,-1.34653,-2.43406,-2.87257,2.66064,-1.89957,0,0,0
M16639,M,298.6,308.2,1488,44,43,-1.33232,-2.40108,-0.2465,0.962375,-1.85612,0,0,0
L48960,L,298.5,308.2,1595,32.3,46,-1.38096,-2.43695,1.43332,-1.74213,-1.75421,0,0,0
L48961,L,298.5,308.1,1662,28.6,48,-1.35674,-2.53905,2.00188,-2.34877,-1.72239,0,0,0
L48962,L,298.4,308,1571,37.4,50,-1.52555,-2.61383,1.11627,-0.634916,-1.64773,0,0,0
H31197,H,298.3,308,1553,41,52,-1.63969,-2.63608,0.837323,0.242553,-1.60535,0,0,0
L48964,L,298.3,308,2886,3.8,57,-1.63673,-2.60542,3.13027,-3.14159,-1.45332,0,1,1
L48965,L,298.2,308,1538,38.2,59,-1.76591,-2.58918,0.585047,-0.443109,-1.40448,0,0,0
L48966,L,298.4,308.2,1618,33,61,-1.51015,-2.38852,1.59231,-1.57606,-1.3196,0,0,0
L48967,L,298.4,308.2,1364,45.9,63,-1.48049,-2.4383,-2.51857,1.36143,-1.30353,0,0,0
L48968,L,298.3,308,1442,47.3,65,-1.64432,-2.63025,-1.17667,1.70089,-1.28677,0,0,0
L48969,L,298.2,307.9,1313,67.3,67,-1.77743,-2.66896,-2.94033,3.11842,-1.14353,0,1,1
L48970,L,298.2,307.9,1847,23.6,69,-1.7308,-2.65643,2.82842,-2.81018,-1.10138,0,0,0
L48971,L,298.1,307.8,1524,40.8,71,-1.88247,-2.76872,0.334776,0.211738,-1.00847,0,0,0
M16652,M,298.1,307.7,1445,48,73,-1.83853,-2.89827,-1.14663,1.82376,-0.975151,0,0,0
L48973,L,298.1,307.8,1761,28.2,76,-1.82693,-2.74634,2.5179,-2.36926,-0.920545,0,0,0
M16654,M,298.1,307.8,1514,43.5,78,-1.85925,-2.73644,0.186753,0.818763,-0.887478,0,0,0
M16655,M,298.1,307.7,1498,38.3,81,-1.84564,-2.85469,-0.0574795,-0.422665,-0.765395,0,0,0
H31210,H,298.1,307.6,1542,37.1,84,-1.8137,-2.90083,0.67806,-0.72117,-0.674618,0,0,0
M16657,M,298,307.6,1508,41.8,89,-1.94824,-2.8694,0.0797861,0.414786,-0.526867,0,0,0
M16658,M,298,307.5,1431,52.9,92,-1.95591,-2.94841,-1.41844,2.54182,-0.458409,0,0,0
M16659,M,298,307.5,1427,45.1,95,-1.94685,-2.91909,-1.50578,1.19184,-0.370483,0,0,0
M16660,M,298,307.5,1524,36.3,98,-1.9284,-2.95725,0.368176,-0.923873,-0.262634,0,0,0
M16661,M,298,307.5,1427,43.6,101,-1.93321,-2.94375,-1.53894,0.834906,-0.255022,0,0,0
H31216,H,298.1,307.6,1496,44.1,104,-1.82888,-2.85507,-0.109883,0.989797,-0.0846375,0,0,0
L48983,L,298.1,307.7,1388,40.3,109,-1.84502,-2.87337,-2.20369,0.0401149,0.0326139,0,0,0
L48984,L,298.1,307.7,1495,48.1,111,-1.8253,-2.83717,-0.166617,1.84574,0.0826299,0,0,0
H31219,H,298.1,307.7,1376,56.2,113,-1.85849,-2.9041,-2.36765,2.80482,0.136768,0,0,0
H31220,H,298,307.6,1593,32.2,118,-1.94326,-2.88338,1.3555,-1.75108,0.263937,0,0,0
L48987,L,298,307.6,1654,28.9,123,-1.92207,-2.91381,1.96831,-2.30089,0.417517,0,0,0
L48988,L,298.1,307.7,2567,12.8,125,-1.87429,-2.85574,3.11096,-3.1105,0.51903,0,1,1
L48989,L,298.1,307.7,1767,27,127,-1.84195,-2.87167,2.61507,-2.53364,0.549141,0,0,0
L48990,L,298.1,307.6,1364,53.8,129,-1.83786,-2.87568,-2.51323,2.64248,0.594987,0,0,0
M16671,M,298.1,307.8,1569,31.2,131,-1.84294,-2.78223,1.03938,-1.90673,0.651211,0,0,0
L48992,L,298.2,307.8,1476,36.8,134,-1.73876,-2.84501,-0.50853,-0.809658,0.825428,0,0,0
L48993,L,298.1,307.7,1479,45,136,-1.85835,-2.86198,-0.422544,1.20553,0.763328,0,0,0
L48994,L,298.1,307.7,1650,34.1,138,-1.83237,-2.81647,1.90623,-1.39407,0.855085,0,0,0
M16675,M,298.1,307.6,1565,36.3,140,-1.90381,-2.90503,0.987708,-0.933304,0.97604,0,0,0
L48996,L,298.1,307.6,1460,46.5,143,-1.82578,-2.90474,-0.801346,1.51129,1.04602,0,0,0
L48997,L,298.1,307.7,1664,27.6,145,-1.84403,-2.82197,2.04363,-2.46624,1.0606,0,0,0
M16678,M,298.1,307.7,1435,40.9,147,-1.84142,-2.79502,-1.3433,0.186804,1.10692,0,0,0
M16679,M,298.1,307.6,2066,19.2,150,-1.82865,-2.87691,3.0512,-3.04846,1.21754,0,0,0
L49000,L,298.1,307.5,1493,43.7,153,-1.84914,-2.95779,-0.179854,0.837793,1.29321,0,0,0
L49001,L,298.1,307.6,1354,43.3,155,-1.84465,-2.91259,-2.62475,0.817754,1.35549,0,0,0
L49002,L,298.1,307.6,1488,39.4,157,-1.8389,-2.88809,-0.287163,-0.193819,1.41877,0,0,0
L49003,L,298.1,307.7,1414,48.7,159,-1.82551,-2.81151,-1.75281,1.97988,1.47438,0,0,0
L49004,L,298.1,307.5,1391,57.4,161,-1.86561,-2.95677,-2.14393,2.86519,1.54277,0,0,0
M16685,M,298,307.5,1784,27.8,163,-1.97481,-2.94828,2.61038,-2.44436,1.58988,0,0,0
H31240,H,297.8,307.3,1516,40.1,166,-2.16282,-3.05567,0.22945,-0.00160218,1.66526,0,0,0
M16687,M,297.9,307.3,1420,47.8,171,-2.07252,-2.98396,-1.64053,1.79933,1.78722,0,0,0
L49008,L,297.8,307.2,1351,56.3,174,-2.16477,-3.01733,-2.61401,2.85579,1.89644,0,0,0
L49009,L,297.8,307.2,1880,23,176,-2.1451,-3.04896,2.86851,-2.86541,1.93348,0,0,0
L49010,L,297.8,307.3,1859,24,178,-2.15191,-3.00583,2.83709,-2.80656,2.02211,0,0,0
M16691,M,297.8,307.3,1315,54,180,-2.18451,-3.01324,-2.97075,2.68367,2.07621,0,0,0
M16692,M,297.8,307.4,1330,51.7,183,-2.19542,-2.9942,-2.85913,2.43326,2.16437,0,0,0
L49013,L,297.8,307.3,1327,61,186,-2.18316,-3.01069,-2.86434,3.033,2.27214,0,1,1
L49014,L,297.8,307.2,1498,38.1,188,-2.17064,-3.01124,-0.113331,-0.481315,2.29959,0,0,0
H31249,H,297.8,307.3,1555,35.8,190,-2.17564,-3.00475,0.835783,-1.05924,2.39121,0,0,0
L49016,L,297.7,307.2,1518,35.8,195,-2.27335,-3.0516,0.280692,-1.02883,2.4905,0,0,0
L49017,L,297.7,307.2,1392,43,197,-2.24109,-3.04228,-2.10618,0.733768,2.56939,0,0,0
M16698,M,297.8,307.2,1456,39.6,199,-2.17717,-3.03181,-0.936526,-0.121153,2.62238,0,0,0
L49019,L,297.7,307.1,1715,30.2,0,-2.22471,-3.01703,2.38393,-2.10282,-3.11608,0,0,0
M16700,M,297.7,307.2,1405,43.7,2,-2.22236,-3.01562,-1.8674,0.894417,-3.01996,0,0,0
L49021,L,297.7,307.2,1668,37.8,5,-2.21761,-3.04431,2.08701,-0.539555,-2.96873,0,0,0
H31256,H,297.7,307.1,1855,22.5,7,-2.26966,-3.0454,2.80763,-2.86603,-2.90428,0,0,0
L49023,L,297.6,307.1,1496,39.2,12,-2.33367,-3.04219,-0.0981655,-0.211924,-2.76528,0,0,0
M16704,M,297.6,307.1,1471,44.9,14,-2.34378,-3.0397,-0.563972,1.14311,-2.66753,0,0,0
L49025,L,297.7,307.2,1444,40,17,-2.22998,-3.05458,-1.17475,-0.0367893,-2.62851,0,0,0
H31260,H,297.7,307.3,1514,38.6,19,-2.24494,-3.00074,0.197649,-0.333954,-2.52941,0,0,0
L49027,L,297.8,307.3,1412,50.7,24,-2.19176,-2.98889,-1.75064,2.2544,-2.37314,0,0,0
H31262,H,297.7,307.2,1429,44.1,26,-2.23957,-3.04158,-1.42403,0.926509,-2.36041,0,0,0
L49029,L,297.7,307.2,1668,32.7,31,-2.23545,-3.05016,2.05761,-1.62486,-2.1895,0,0,0
M16710,M,297.7,307.2,1372,52.8,33,-2.27476,-3.05757,-2.38292,2.56898,-2.16826,0,0,0
M16711,M,297.7,307.3,1365,49.2,36,-2.24559,-3.0213,-2.52767,2.02894,-2.09005,0,0,0
M16712,M,297.6,307.1,1526,39.1,39,-2.33503,-3.02499,0.410495,-0.226422,-1.94338,0,0,0
L49033,L,297.6,307.2,1486,40.6,42,-2.33268,-3.01366,-0.336614,0.115167,-1.85545,0,0,0
M16714,M,297.6,307.2,1470,42.6,44,-2.34119,-3.05117,-0.606953,0.644768,-1.82982,0,0,0
H31269,H,297.7,307.3,1249,62.8,47,-2.26682,-2.99285,-3.11141,3.06665,-1.73908,0,0,0
M16716,M,297.8,307.4,1752,26.1,52,-2.14831,-2.96806,2.59557,-2.58935,-1.56701,0,0,0
L49037,L,297.7,307.4,1643,36.5,55,-2.22203,-2.91054,1.89931,-0.880015,-1.50373,0,0,0
M16718,M,297.8,307.4,1488,36.1,57,-2.15887,-2.98192,-0.269635,-0.947129,-1.4495,0,0,0
L49039,L,297.8,307.4,1355,45.8,60,-2.19115,-2.95148,-2.64636,1.37252,-1.35961,0,0,0
L49040,L,297.8,307.6,1607,30.3,62,-2.15804,-2.92675,1.54698,-2.13314,-1.32139,0,0,0
M16721,M,297.9,307.6,1609,30.3,64,-2.07982,-2.88525,1.52629,-2.14864,-1.25207,0,0,0
L49042,L,297.9,307.7,1517,44.4,67,-2.09201,-2.81236,0.240601,1.0491,-1.14447,0,0,0
M16723,M,297.9,307.7,1517,39.5,69,-2.10871,-2.83905,0.285233,-0.163748,-1.06858,0,0,0
L49044,L,297.9,307.7,1546,37.6,72,-2.09349,-2.79489,0.69932,-0.595621,-1.01898,0,0,0
L49045,L,297.9,307.7,1567,34.7,74,-2.09743,-2.8126,1.02477,-1.27145,-0.969823,0,0,0
M16726,M,298.1,307.9,1662,28.9,76,-1.83616,-2.67344,1.99334,-2.312,-0.890408,0,0,0
L49047,L,298.1,307.9,1502,41.8,79,-1.85306,-2.64432,-0.0071909,0.439964,-0.826177,0,0,0
L49048,L,298.3,308,1361,56.9,81,-1.56734,-2.59471,-2.57344,2.87733,-0.762319,0,0,0
M16729,M,298.3,308.1,1630,32.7,83,-1.57939,-2.54987,1.73375,-1.65125,-0.717571,0,0,0
L49050,L,298.3,308,1486,42.3,86,-1.59399,-2.58766,-0.327963,0.502597,-0.613004,0,0,0
L49051,L,298.3,308.1,1840,21.5,88,-1.58348,-2.62016,2.77726,-2.91921,-0.552957,0,0,0
L49052,L,298.3,308.1,1326,58.4,90,-1.53391,-2.55284,-2.85969,2.91757,-0.494446,0,0,0
L49053,L,298.4,308.1,1367,57.8,92,-1.46659,-2.53983,-2.46046,2.87401,-0.454792,0,0,0
L49054,L,298.4,308.1,1598,32.7,94,-1.52138,-2.53383,1.40168,-1.65104,-0.400475,0,0,0
L49055,L,298.3,308,1363,50.1,96,-1.52868,-2.6394,-2.52063,2.22821,-0.318107,0,0,0
L49056,L,298.3,308,1242,62,98,-1.58232,-2.60737,-3.10134,3.07516,-0.326547,0,0,0
M16737,M,298.2,307.8,1566,33.8,100,-1.7431,-2.8046,1.05086,-1.44058,-0.230246,0,0,0
M16738,M,298.1,307.7,1424,47.7,103,-1.82143,-2.81216,-1.58409,1.79447,-0.13735,0,0,0
M16739,M,298.2,307.7,1608,33.8,106,-1.78327,-2.79352,1.54892,-1.41846,-0.028731,0,0,0
L49060,L,298.1,307.7,1705,29.1,109,-1.85165,-2.80198,2.36342,-2.26153,0.0649708,0,0,0
L49061,L,298,307.6,1548,45.8,111,-2.01208,-2.8707,0.765016,1.32838,0.0715644,0,0,0
M16742,M,298,307.6,1581,43.4,113,-2.01034,-2.88796,1.23111,0.818079,0.140788,0,0,0
M16743,M,298,307.6,1472,46.7,116,-1.99769,-2.90666,-0.566398,1.57757,0.246565,0,0,0
M16744,M,298,307.6,1792,26,119,-1.98968,-2.9167,2.67996,-2.64004,0.356223,0,0,0
L49065,L,298,307.6,1683,32.8,122,-1.99465,-2.90168,2.16844,-1.65606,0.417443,0,0,0
L49066,L,297.9,307.6,1503,40.7,124,-2.07987,-2.91881,-0.0210342,0.173075,0.463732,0,0,0
M16747,M,297.9,307.5,1642,32.4,126,-2.06997,-2.92383,1.86883,-1.74787,0.516279,0,0,0
M16748,M,297.8,307.4,1902,24.3,129,-2.21741,-2.99924,2.90897,-2.75007,0.601832,0,0,0
H31303,H,297.7,307.4,1432,40.2,132,-2.27192,-2.97609,-1.42772,0.0392191,0.690016,0,0,0
L49070,L,297.8,307.4,1512,40.8,137,-2.13097,-2.996,0.187861,0.173217,0.859251,0,0,0
L49071,L,297.7,307.4,1764,29,139,-2.27937,-2.96096,2.57883,-2.30207,0.904469,0,0,0
M16752,M,297.8,307.4,1438,43.6,141,-2.17313,-2.96875,-1.23887,0.872293,0.906521,0,0,0
L49073,L,297.8,307.5,1631,29.9,144,-2.16544,-3.00264,1.76439,-2.14002,1.01154,0,0,0
H31308,H,297.9,307.5,1880,23.3,146,-2.10306,-2.95884,2.84261,-2.80011,1.11622,0,0,0
L49075,L,297.9,307.6,1344,54.3,151,-2.07585,-2.8659,-2.74047,2.69628,1.21444,0,0,0
L49076,L,297.9,307.5,1574,35.8,153,-2.08193,-2.93981,1.16033,-1.0385,1.28289,0,0,0
L49077,L,297.8,307.4,1418,41.2,155,-2.20098,-2.9989,-1.66869,0.30253,1.31201,0,0,0
L49078,L,297.8,307.5,1372,54.1,157,-2.23473,-2.91674,-2.4289,2.68663,1.38445,0,0,0
L49079,L,297.8,307.5,1388,40,159,-2.16251,-2.93156,-2.16908,-0.00963593,1.47847,0,0,0
H31314,H,297.9,307.6,1493,36,161,-2.09332,-2.8636,-0.155578,-1.00745,1.52807,0,0,0
M16761,M,297.9,307.6,1505,40.1,166,-2.11433,-2.90392,0.0338202,-0.0117116,1.68975,0,0,0
L49082,L,298,307.6,1694,29.1,169,-1.98939,-2.89146,2.25682,-2.26435,1.72637,0,0,0
L49083,L,297.9,307.6,1968,20.4,171,-2.08168,-2.89109,2.97633,-2.9637,1.82911,0,0,0
M16764,M,298,307.6,1569,35.6,173,-1.97472,-2.8926,1.06122,-1.12377,1.88596,0,0,0
L49085,L,297.9,307.6,1687,29.1,176,-2.12004,-2.90294,2.26151,-2.31116,1.97205,0,0,0
L49086,L,297.9,307.6,1430,52.4,178,-2.02229,-2.87617,-1.41729,2.46273,1.997,0,0,0
L49087,L,297.9,307.6,1504,42.4,180,-2.03851,-2.90063,0.0542871,0.551803,2.0673,0,0,0
L49088,L,297.9,307.6,1977,20.2,182,-2.0414,-2.89946,2.97874,-3.00301,2.12741,0,0,0
L49089,L,298,307.7,1435,45.6,184,-1.99825,-2.81409,-1.34459,1.27903,2.19519,0,0,0
H31324,H,298,307.7,1547,36.8,186,-1.98339,-2.84347,0.720015,-0.81569,2.28903,0,0,0
M16771,M,298.1,307.8,1316,57.2,191,-1.86394,-2.73085,-2.94367,2.89128,2.39695,0,0,0
M16772,M,298,307.7,1621,34.9,194,-1.99484,-2.80982,1.68465,-1.24655,2.44625,0,0,0
M16773,M,298,307.8,1492,40.2,197,-1.94513,-2.73761,-0.187377,0.0237744,2.5809,0,0,0
L49094,L,298,307.7,1643,32.3,200,-1.98428,-2.81337,1.85894,-1.73103,2.63854,0,0,0
L49095,L,298,307.7,1492,38.7,202,-1.95915,-2.80059,-0.196397,-0.315721,2.73513,0,0,0
L49096,L,298,307.7,1387,50.8,204,-1.99063,-2.85468,-2.15987,2.29995,2.74686,0,0,0
M16777,M,298.1,307.9,1463,47.3,206,-1.78702,-2.6566,-0.798773,1.69357,2.8246,0,0,0
M16778,M,298.1,307.9,1496,40,0,-1.77924,-2.66918,-0.135196,-0.0230567,-3.08806,0,0,0
L49099,L,298.2,308,1658,30,3,-1.77903,-2.62309,1.99616,-2.10919,-2.97144,0,0,0
L49100,L,298.1,307.9,2161,17.5,5,-1.83981,-2.68752,3.05527,-3.07592,-2.96852,0,0,0
L49101,L,298.1,307.9,1665,32,7,-1.817,-2.64578,2.02572,-1.81869,-2.94757,0,0,0
L49102,L,298,307.8,1716,26.6,9,-1.96059,-2.74092,2.35469,-2.60404,-2.83459,0,0,0
L49103,L,298,307.7,1529,34.1,11,-1.97967,-2.81878,0.453417,-1.38721,-2.78414,0,0,0
L49104,L,297.9,307.7,1353,50.7,13,-2.05659,-2.79461,-2.62546,2.25195,-2.73218,0,0,0
L49105,L,297.9,307.7,1537,37.7,15,-2.08325,-2.83181,0.592759,-0.611213,-2.63367,0,0,0
L49106,L,298,307.7,1606,30.8,17,-1.96026,-2.85159,1.47444,-2.03302,-2.61138,0,0,0
H31341,H,298,307.8,1314,47.8,19,-2.0284,-2.80877,-2.94352,1.78051,-2.52282,0,0,0
L49108,L,298,307.8,1623,29.9,24,-2.02739,-2.74567,1.70734,-2.14641,-2.41288,0,0,0
M16789,M,298,307.8,1483,50.9,26,-1.9868,-2.78936,-0.346615,2.3189,-2.34428,0,0,0
M16790,M,298.1,307.9,1569,37,29,-1.82774,-2.6018,1.09103,-0.747962,-2.23554,0,0,0
M16791,M,298.2,308,1969,21.7,32,-1.75059,-2.5837,2.96513,-2.93644,-2.16526,0,0,0
M16792,M,298.1,308,1686,29.3,35,-1.80993,-2.58991,2.22404,-2.24559,-2.06664,0,0,0
L49113,L,298.1,308,1638,35.1,38,-1.8021,-2.54641,1.84007,-1.17051,-1.99378,0,0,0
L49114,L,298.1,307.9,1698,33.3,40,-1.80913,-2.64722,2.28311,-1.54415,-1.94535,0,0,0
M16795,M,298.1,307.9,1377,55.1,42,-1.81223,-2.65851,-2.29453,2.75149,-1.88738,0,0,0
M16796,M,298.1,308,2129,18.4,45,-1.82225,-2.58913,3.05006,-3.06454,-1.83784,0,0,0
L49117,L,298.2,308,1411,42.4,48,-1.72552,-2.63113,-1.78595,0.594083,-1.74891,0,0,0
L49118,L,298.1,307.9,1517,40.8,50,-1.84828,-2.64812,0.267608,0.191809,-1.64942,0,0,0
M16799,M,298.1,307.9,1303,53.9,52,-1.81291,-2.64404,-2.9619,2.67354,-1.60918,0,0,0
L49120,L,298.1,307.9,1578,35.6,55,-1.825,-2.69598,1.16968,-1.0963,-1.51631,0,0,0
L49121,L,298.1,307.9,1425,58.2,57,-1.83776,-2.68563,-1.54499,2.90824,-1.45038,0,0,0
L49122,L,298.1,308,1456,42.4,59,-1.82419,-2.5497,-0.890469,0.579286,-1.38524,0,0,0
L49123,L,298.1,308,1704,30.9,61,-1.86876,-2.58011,2.30483,-2.01365,-1.36029,0,0,0
L49124,L,298.1,308.1,1791,27.3,63,-1.79025,-2.54408,2.65066,-2.47584,-1.26432,0,0,0
L49125,L,298.1,308.1,1616,32.8,65,-1.86126,-2.51584,1.59841,-1.63789,-1.21419,0,0,0
L49126,L,298.2,308.1,1622,34.9,67,-1.73227,-2.52068,1.70225,-1.27712,-1.17589,0,0,0
L49127,L,298.2,308.1,1462,49.9,69,-1.71185,-2.53055,-0.783996,2.12015,-1.11437,0,0,0
L49128,L,298.1,308.1,1410,45.8,71,-1.84006,-2.48899,-1.7837,1.36213,-1.0416,0,0,0
M16809,M,298.1,308,1543,41.9,73,-1.8229,-2.5904,0.636726,0.463548,-0.999254,0,0,0
M16810,M,298,307.9,1479,47.6,76,-2.00013,-2.74153,-0.426312,1.79193,-0.895268,0,0,0
L49131,L,298,307.8,1839,22.7,79,-2.04464,-2.73535,2.77747,-2.86114,-0.814389,0,0,0
L49132,L,298,307.8,1266,60.5,81,-2.0048,-2.74485,-3.08836,2.99409,-0.759318,0,0,0
L49133,L,297.9,307.7,1593,34.9,83,-2.04312,-2.86289,1.37522,-1.26742,-0.724222,0,0,0
L49134,L,297.9,307.8,1459,46.9,85,-2.12013,-2.70973,-0.856592,1.63514,-0.687865,0,0,0
L49135,L,297.9,307.7,1308,55.2,87,-2.11731,-2.83398,-2.95837,2.74878,-0.610126,0,0,0
M16816,M,297.9,307.7,1364,46.8,89,-2.03924,-2.8672,-2.49765,1.5711,-0.536665,0,0,0
H31371,H,297.9,307.7,1618,35.9,92,-2.00959,-2.81106,1.65073,-1.04556,-0.427576,0,0,0
H31372,H,297.9,307.7,1464,43.2,97,-2.05466,-2.84505,-0.713655,0.725016,-0.301337,0,0,0
M16819,M,297.8,307.6,1352,49.4,102,-2.17446,-2.94367,-2.61524,2.04918,-0.16208,0,0,0
L49140,L,297.8,307.6,1446,51.4,105,-2.17479,-2.9722,-1.15102,2.35237,-0.0505938,0,0,0
L49141,L,297.8,307.5,1448,51.2,107,-2.15416,-2.92467,-1.04877,2.30926,-0.0238487,0,0,0
L49142,L,297.8,307.5,1391,48.6,109,-2.18307,-2.91364,-2.08889,1.9818,0.0602597,0,0,0
L49143,L,297.7,307.5,1379,43.3,111,-2.19703,-2.95949,-2.29613,0.771093,0.120597,0,0,0
M16824,M,297.8,307.5,1405,46.9,113,-2.19375,-2.94549,-1.90031,1.59146,0.173876,0,0,0
L49145,L,297.8,307.5,1581,33.1,116,-2.17976,-2.93734,1.19734,-1.56137,0.22128,0,0,0
L49146,L,297.9,307.6,1515,40.5,118,-2.01966,-2.87273,0.167961,0.084149,0.284804,0,0,0
L49147,L,297.9,307.6,1589,37.8,120,-2.02087,-2.92654,1.31893,-0.568419,0.36007,0,0,0
L49148,L,298,307.6,1281,50.8,122,-2.03658,-2.90352,-3.12763,2.24546,0.441501,0,0,0
H31383,H,297.8,307.5,1631,31.3,124,-2.14921,-2.95191,1.81528,-1.89574,0.501623,0,0,0
M16830,M,297.9,307.6,1202,67,129,-2.05701,-2.89847,-3.12574,3.08324,0.617654,0,0,0
L49151,L,297.9,307.6,1298,52.7,132,-2.08173,-2.89122,-2.98569,2.5057,0.686878,0,0,0
L49152,L,297.9,307.6,1612,30.7,134,-2.10676,-2.90219,1.5673,-2.03195,0.765025,0,0,0
L49153,L,297.9,307.6,1747,25.3,136,-2.10017,-2.89121,2.52238,-2.70432,0.785675,0,0,0
L49154,L,298,307.6,1450,48.7,138,-1.99486,-2.91987,-1.02139,1.94545,0.845454,0,0,0
L49155,L,298,307.7,1422,45.6,140,-2.0188,-2.89966,-1.59367,1.29531,0.972309,0,0,0
M16836,M,298.1,307.7,1419,47.4,142,-1.8201,-2.8515,-1.6456,1.72247,0.97955,0,0,0
M16837,M,298.1,307.7,1633,30.7,145,-1.8346,-2.85503,1.83822,-2.02884,1.03516,0,0,0
L49158,L,298,307.7,1442,43.6,148,-1.99327,-2.81299,-1.22308,0.928743,1.16902,0,0,0
H31393,H,298,307.6,1420,45.8,150,-1.98846,-2.92408,-1.6256,1.33603,1.18127,0,0,0
M16840,M,298,307.6,1301,58.5,155,-2.05239,-2.88841,-3.0241,2.951,1.35424,0,0,0
L49161,L,298,307.6,1385,45,158,-2.02111,-2.90968,-2.20764,1.172,1.43077,0,0,0
M16842,M,298,307.7,1487,41.3,160,-2.00612,-2.87011,-0.317278,0.288824,1.49316,0,0,0
M16843,M,298,307.6,1459,44.4,163,-1.97808,-2.89238,-0.830797,1.07348,1.58869,0,0,0
M16844,M,298,307.5,1387,45.5,166,-1.98318,-2.92946,-2.1763,1.27805,1.65701,0,0,0
L49165,L,298.1,307.7,1537,40.8,169,-1.79152,-2.87453,0.572073,0.177789,1.77934,0,0,0
L49166,L,298.1,307.6,1498,42.9,171,-1.79384,-2.93354,-0.149393,0.705964,1.81245,0,0,0
M16847,M,298.2,307.8,1599,31.2,173,-1.76184,-2.73986,1.42887,-1.9822,1.87963,0,0,0
H31402,H,298.3,307.9,1420,39.2,176,-1.54957,-2.71109,-1.63968,-0.213738,1.93485,0,0,0
L49169,L,298.2,307.9,1785,23.4,181,-1.7178,-2.7402,2.67631,-2.81946,2.05862,0,0,0
L49170,L,298.2,307.8,1423,48.1,183,-1.68406,-2.72727,-1.5802,1.852,2.13183,0,0,0
M16851,M,298.2,307.8,1583,36.6,185,-1.68425,-2.78095,1.21476,-0.827581,2.23041,0,0,0
L49172,L,298.2,307.8,1375,46.6,188,-1.71039,-2.75822,-2.34431,1.54592,2.29403,0,0,0
M16853,M,298.3,308,1463,42.5,190,-1.56529,-2.58399,-0.751928,0.535364,2.38095,0,0,0
M16854,M,298.2,307.9,1403,45.1,193,-1.77372,-2.73872,-1.9303,1.21772,2.4565,0,0,0
L49175,L,298.3,308,1451,47.1,196,-1.5552,-2.55104,-0.984935,1.63519,2.48975,0,0,0
M16856,M,298.4,308,1416,38.2,198,-1.58559,-2.61092,-1.70698,-0.440907,2.58063,0,1,1
L49177,L,298.3,308.1,1672,41.3,0,-1.55556,-2.50826,2.08641,0.278293,-3.13418,0,0,0
H31412,H,298.3,308,1637,30.8,2,-1.53618,-2.5473,1.79371,-2.02532,-3.01321,0,0,0
L49179,L,298.4,308,1540,37.8,7,-1.51009,-2.57945,0.611015,-0.527106,-2.94749,0,0,0
L49180,L,298.4,308.1,1279,53.1,9,-1.5656,-2.50491,-3.08778,2.61118,-2.819,0,0,0
L49181,L,298.4,308.2,1604,34.9,11,-1.47083,-2.42302,1.49501,-1.23176,-2.80204,0,0,0
L49182,L,298.5,308.2,1654,27.1,13,-1.4212,-2.43417,1.95969,-2.50995,-2.70568,0,0,0
M16863,M,298.5,308.2,1564,37.5,15,-1.43711,-2.38705,0.970687,-0.649157,-2.6292,0,0,0
L49184,L,298.5,308.2,1451,47.5,18,-1.44423,-2.42152,-0.996458,1.73104,-2.54536,0,0,0
L49185,L,298.5,308.3,1504,38,20,-1.4464,-2.33341,0.0217812,-0.471425,-2.50682,0,0,0
M16866,M,298.5,308.3,1381,50.5,22,-1.46826,-2.31495,-2.29372,2.24434,-2.47154,0,0,0
L49187,L,298.6,308.4,1562,34.4,25,-1.3244,-2.22251,0.975267,-1.28762,-2.38315,0,0,0
L49188,L,298.5,308.3,1811,24.7,27,-1.46485,-2.29678,2.71018,-2.72313,-2.32772,0,0,0
M16869,M,298.6,308.3,1717,28.7,29,-1.33535,-2.30368,2.34277,-2.34147,-2.23347,0,0,0
L49190,L,298.6,308.3,1278,60.5,32,-1.28911,-2.31654,-3.09091,3.03373,-2.19406,0,0,0
L49191,L,298.7,308.5,1616,30.2,34,-1.1921,-2.08232,1.6309,-2.11775,-2.14232,0,0,0
